time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/n_updates,train/loss
5294,3,100.0,20800,0.8941066666666668,0.05,208,,,
5294,4,100.0,21200,0.8939933333333333,0.06,212,,,
5297,4,100.0,21600,0.8938799999999999,0.06,216,,,
5294,4,100.0,22000,0.8937666666666667,0.06,220,,,
5298,4,100.0,22400,0.8936533333333333,0.06,224,,,
5301,4,100.0,22800,0.8935400000000002,0.07,228,,,
5301,4,100.0,23200,0.8934266666666667,0.08,232,,,
5303,4,100.0,23600,0.8933133333333333,0.08,236,,,
5303,4,100.0,24000,0.8932000000000001,0.08,240,,,
5307,4,100.0,24400,0.8930866666666667,0.08,244,,,
5310,4,100.0,24800,0.8929733333333333,0.08,248,,,
5309,4,100.0,25200,0.8928600000000001,0.1,252,,,
5313,4,100.0,25600,0.8927466666666667,0.1,256,,,
5314,4,100.0,26000,0.8926333333333332,0.11,260,,,
5317,4,100.0,26400,0.8925200000000001,0.12,264,,,
5320,5,100.0,26800,0.8924066666666667,0.12,268,,,
5318,5,100.0,27200,0.8922933333333332,0.12,272,,,
5320,5,100.0,27600,0.8921800000000001,0.12,276,,,
5318,5,100.0,28000,0.8920666666666666,0.13,280,,,
5318,5,100.0,28400,0.8919533333333335,0.13,284,,,
5319,5,100.0,28800,0.8918400000000001,0.13,288,,,
5317,5,100.0,29200,0.8917266666666666,0.12,292,,,
5318,5,100.0,29600,0.8916133333333335,0.12,296,,,
5315,5,100.0,30000,0.8915,0.12,300,,,
5315,5,100.0,30400,0.8913866666666665,0.11,304,,,
5317,5,100.0,30800,0.8912733333333335,0.12,308,,,
5315,5,100.0,31200,0.89116,0.11,312,,,
5316,5,100.0,31600,0.8910466666666665,0.1,316,,,
5314,6,100.0,32000,0.8909333333333334,0.09,320,,,
5314,6,100.0,32400,0.89082,0.09,324,,,
5316,6,100.0,32800,0.8907066666666669,0.09,328,,,
5317,6,100.0,33200,0.8905933333333333,0.09,332,,,
5319,6,100.0,33600,0.8904799999999999,0.09,336,,,
5319,6,100.0,34000,0.8903666666666668,0.09,340,,,
5322,6,100.0,34400,0.8902533333333333,0.11,344,,,
5324,6,100.0,34800,0.8901399999999999,0.11,348,,,
5323,6,100.0,35200,0.8900266666666667,0.09,352,,,
5324,6,100.0,35600,0.8899133333333333,0.1,356,,,
5322,6,100.0,36000,0.8897999999999999,0.1,360,,,
5322,6,100.0,36400,0.8896866666666667,0.09,364,,,
5325,6,100.0,36800,0.8895733333333333,0.09,368,,,
5324,6,100.0,37200,0.8894600000000001,0.1,372,,,
5326,7,100.0,37600,0.8893466666666667,0.1,376,,,
5325,7,100.0,38000,0.8892333333333333,0.09,380,,,
5327,7,100.0,38400,0.8891200000000001,0.09,384,,,
5329,7,100.0,38800,0.8890066666666667,0.1,388,,,
5327,7,100.0,39200,0.8888933333333333,0.1,392,,,
5328,7,100.0,39600,0.8887800000000001,0.11,396,,,
5326,7,100.0,40000,0.8886666666666667,0.1,400,,,
5328,7,100.0,40400,0.8885533333333332,0.1,404,,,
5329,7,100.0,40800,0.8884400000000001,0.09,408,,,
5328,7,100.0,41200,0.8883266666666667,0.09,412,,,
5330,7,100.0,41600,0.8882133333333332,0.09,416,,,
5327,7,100.0,42000,0.8881000000000001,0.09,420,,,
5328,7,100.0,42400,0.8879866666666666,0.09,424,,,
5329,8,100.0,42800,0.8878733333333335,0.08,428,,,
5328,8,100.0,43200,0.8877600000000001,0.07,432,,,
5330,8,100.0,43600,0.8876466666666666,0.07,436,,,
5329,8,100.0,44000,0.8875333333333335,0.07,440,,,
5329,8,100.0,44400,0.88742,0.05,444,,,
5329,8,100.0,44800,0.8873066666666666,0.06,448,,,
5328,8,100.0,45200,0.8871933333333335,0.07,452,,,
5328,8,100.0,45600,0.88708,0.06,456,,,
5327,8,100.0,46000,0.8869666666666666,0.06,460,,,
5328,8,100.0,46400,0.8868533333333334,0.06,464,,,
5330,8,100.0,46800,0.88674,0.07,468,,,
5327,8,100.0,47200,0.8866266666666669,0.06,472,,,
5327,8,100.0,47600,0.8865133333333334,0.07,476,,,
5327,9,100.0,48000,0.8864,0.07,480,,,
5329,9,100.0,48400,0.8862866666666668,0.08,484,,,
5330,9,100.0,48800,0.8861733333333334,0.08,488,,,
5330,9,100.0,49200,0.88606,0.08,492,,,
5331,9,100.0,49600,0.8859466666666668,0.07,496,,,
5331,9,100.0,50000,0.8858333333333334,0.07,500,,,
4996,10,100.0,50400,0.8857199999999998,0.07,504,0.0001,99,0.0012662101071327925
4904,10,100.0,50800,0.8856066666666668,0.07,508,0.0001,199,0.0007958936039358377
4816,10,100.0,51200,0.8854933333333334,0.07,512,0.0001,299,0.0005995080573484302
4734,10,100.0,51600,0.8853799999999998,0.07,516,0.0001,399,0.00031570676947012544
4656,11,100.0,52000,0.8852666666666668,0.07,520,0.0001,499,0.000159205257659778
4579,11,100.0,52400,0.8851533333333332,0.07,524,0.0001,599,0.000392925925552845
4509,11,100.0,52800,0.8850400000000002,0.07,528,0.0001,699,0.00020575379312504083
4439,11,100.0,53200,0.8849266666666668,0.07,532,0.0001,799,0.00022750929929316044
4372,12,100.0,53600,0.8848133333333332,0.09,536,0.0001,899,0.0002398946089670062
4306,12,100.0,54000,0.8847000000000002,0.09,540,0.0001,999,0.00024786300491541624
