time/fps,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/n_updates,train/loss
1371,1089,100.0,1494800,0.47647333333333325,0.27,14948,0.0001,361199,0.00040249890298582613
1371,1089,100.0,1495200,0.47636000000000006,0.24,14952,0.0001,361299,8.380809595109895e-05
1371,1090,100.0,1495600,0.4762466666666666,0.23,14956,0.0001,361399,0.0001827021042117849
1371,1090,100.0,1496000,0.47613333333333346,0.24,14960,0.0001,361499,5.826713822898455e-05
1371,1090,100.0,1496400,0.47602,0.24,14964,0.0001,361599,0.0024475445970892906
1371,1091,100.0,1496800,0.47590666666666653,0.25,14968,0.0001,361699,6.827013567090034e-05
1371,1091,100.0,1497200,0.47579333333333346,0.27,14972,0.0001,361799,8.385540422750637e-05
1371,1091,100.0,1497600,0.47568000000000005,0.28,14976,0.0001,361899,0.00017675902927294374
1371,1092,100.0,1498000,0.47556666666666686,0.27,14980,0.0001,361999,2.3904118279460818e-05
1371,1092,100.0,1498400,0.4754533333333334,0.3,14984,0.0001,362099,5.82784487050958e-05
1371,1092,100.0,1498800,0.47534,0.28,14988,0.0001,362199,7.587194704683498e-05
1371,1093,100.0,1499200,0.4752266666666665,0.29,14992,0.0001,362299,0.00019611591415014118
1371,1093,100.0,1499600,0.47511333333333344,0.29,14996,0.0001,362399,0.0002803074603434652
1371,1093,100.0,1500000,0.475,0.31,15000,0.0001,362499,3.3613738196436316e-05
1371,1094,100.0,1500400,0.47488666666666685,0.32,15004,0.0001,362599,3.7437406717799604e-05
1371,1094,100.0,1500800,0.4747733333333334,0.35,15008,0.0001,362699,0.00018149538664147258
1371,1094,100.0,1501200,0.4746599999999999,0.35,15012,0.0001,362799,0.0001660049456404522
1371,1094,100.0,1501600,0.4745466666666668,0.35,15016,0.0001,362899,3.4824661270249635e-05
1371,1095,100.0,1502000,0.4744333333333333,0.33,15020,0.0001,362999,0.00016046458040364087
1371,1095,100.0,1502400,0.47431999999999985,0.33,15024,0.0001,363099,4.288133277441375e-05
1371,1095,100.0,1502800,0.4742066666666668,0.33,15028,0.0001,363199,0.0006033576792106032
1371,1096,100.0,1503200,0.47409333333333337,0.33,15032,0.0001,363299,4.63663054688368e-05
1371,1096,100.0,1503600,0.4739799999999999,0.33,15036,0.0001,363399,5.5667995184194297e-05
1371,1096,100.0,1504000,0.4738666666666667,0.33,15040,0.0001,363499,8.93891992745921e-05
1371,1097,100.0,1504400,0.4737533333333333,0.34,15044,0.0001,363599,0.0012863375013694167
1371,1097,100.0,1504800,0.4736400000000002,0.33,15048,0.0001,363699,0.00016122877423185855
1371,1097,100.0,1505200,0.47352666666666676,0.32,15052,0.0001,363799,9.562412742525339e-05
1371,1098,100.0,1505600,0.4734133333333333,0.33,15056,0.0001,363899,0.0005000561941415071
1371,1098,100.0,1506000,0.4732999999999999,0.32,15060,0.0001,363999,0.00012860116839874536
1371,1098,100.0,1506400,0.4731866666666667,0.33,15064,0.0001,364099,5.18325250595808e-05
1371,1099,100.0,1506800,0.47307333333333323,0.34,15068,0.0001,364199,8.88372742338106e-05
1370,1099,100.0,1507200,0.4729600000000001,0.34,15072,0.0001,364299,0.0005290752160362899
1370,1099,100.0,1507600,0.47284666666666664,0.35,15076,0.0001,364399,0.0002024618734139949
1370,1099,100.0,1508000,0.47273333333333317,0.34,15080,0.0001,364499,0.00046965674846433103
1370,1100,100.0,1508400,0.4726200000000001,0.33,15084,0.0001,364599,2.9605103918584064e-05
1370,1100,100.0,1508800,0.4725066666666667,0.35,15088,0.0001,364699,0.00047255598474293947
1370,1100,100.0,1509200,0.4723933333333335,0.34,15092,0.0001,364799,4.0664628613740206e-05
1370,1101,100.0,1509600,0.47228000000000003,0.35,15096,0.0001,364899,0.0005264435894787312
1370,1101,100.0,1510000,0.4721666666666666,0.34,15100,0.0001,364999,0.00012438074918463826
1370,1101,100.0,1510400,0.47205333333333316,0.33,15104,0.0001,365099,8.655099372845143e-05
1370,1102,100.0,1510800,0.4719400000000001,0.32,15108,0.0001,365199,2.9603035727632232e-05
1370,1102,100.0,1511200,0.4718266666666666,0.3,15112,0.0001,365299,8.648651419207454e-05
1370,1102,100.0,1511600,0.4717133333333335,0.31,15116,0.0001,365399,0.003558558411896229
1370,1103,100.0,1512000,0.4716,0.31,15120,0.0001,365499,0.0005836740601807833
1370,1103,100.0,1512400,0.47148666666666655,0.31,15124,0.0001,365599,8.191444794647396e-05
1370,1103,100.0,1512800,0.4713733333333334,0.31,15128,0.0001,365699,7.220328552648425e-05
1370,1104,100.0,1513200,0.47125999999999996,0.31,15132,0.0001,365799,8.444594277534634e-05
1370,1104,100.0,1513600,0.4711466666666669,0.31,15136,0.0001,365899,0.00010363561159465462
1370,1104,100.0,1514000,0.4710333333333334,0.32,15140,0.0001,365999,0.00023375664022751153
1370,1105,100.0,1514400,0.47092,0.3,15144,0.0001,366099,0.001363855437375605
1370,1105,100.0,1514800,0.47080666666666654,0.3,15148,0.0001,366199,7.127282879082486e-05
1370,1105,100.0,1515200,0.47069333333333335,0.3,15152,0.0001,366299,0.00010923000809270889
1370,1106,100.0,1515600,0.47057999999999994,0.29,15156,0.0001,366399,0.0001646298769628629
1370,1106,100.0,1516000,0.47046666666666687,0.31,15160,0.0001,366499,6.1016224208287895e-05
1370,1106,100.0,1516400,0.4703533333333334,0.32,15164,0.0001,366599,0.0014193207025527954
1370,1106,100.0,1516800,0.47023999999999994,0.3,15168,0.0001,366699,4.9148413381772116e-05
1370,1107,100.0,1517200,0.4701266666666668,0.28,15172,0.0001,366799,4.7581837861798704e-05
1370,1107,100.0,1517600,0.47001333333333334,0.26,15176,0.0001,366899,9.496517304796726e-05
1370,1107,100.0,1518000,0.46990000000000015,0.27,15180,0.0001,366999,5.299780241330154e-05
1370,1108,100.0,1518400,0.46978666666666674,0.26,15184,0.0001,367099,0.00014880784146953374
1370,1108,100.0,1518800,0.4696733333333333,0.27,15188,0.0001,367199,6.222185038495809e-05
1369,1108,100.0,1519200,0.4695599999999998,0.27,15192,0.0001,367299,0.00021739985095337033
1369,1109,100.0,1519600,0.46944666666666673,0.28,15196,0.0001,367399,0.0018694327445700765
1369,1109,100.0,1520000,0.4693333333333333,0.27,15200,0.0001,367499,5.873843838344328e-05
1369,1109,100.0,1520400,0.46922000000000014,0.28,15204,0.0001,367599,5.657080328091979e-05
1369,1110,100.0,1520800,0.46910666666666667,0.28,15208,0.0001,367699,0.002151149557903409
1369,1110,100.0,1521200,0.46899333333333326,0.29,15212,0.0001,367799,5.911289918003604e-05
1369,1110,100.0,1521600,0.4688800000000002,0.29,15216,0.0001,367899,7.726107287453488e-05
1369,1111,100.0,1522000,0.4687666666666667,0.3,15220,0.0001,367999,5.318789044395089e-05
1369,1111,100.0,1522400,0.46865333333333353,0.3,15224,0.0001,368099,0.0002752783475443721
1369,1111,100.0,1522800,0.4685400000000001,0.32,15228,0.0001,368199,6.182178913149983e-05
1369,1112,100.0,1523200,0.46842666666666666,0.32,15232,0.0001,368299,2.1206749806879088e-05
1369,1112,100.0,1523600,0.4683133333333332,0.33,15236,0.0001,368399,3.595276575651951e-05
1369,1112,100.0,1524000,0.46820000000000006,0.33,15240,0.0001,368499,8.795926260063425e-05
1369,1113,100.0,1524400,0.4680866666666666,0.33,15244,0.0001,368599,3.102670962107368e-05
1369,1113,100.0,1524800,0.4679733333333335,0.34,15248,0.0001,368699,7.561699749203399e-05
1369,1113,100.0,1525200,0.46786000000000005,0.36,15252,0.0001,368799,0.00017083904822357
1369,1113,100.0,1525600,0.46774666666666664,0.36,15256,0.0001,368899,6.62086094962433e-05
1369,1114,100.0,1526000,0.4676333333333332,0.35,15260,0.0001,368999,8.406073902733624e-05
1369,1114,100.0,1526400,0.46752,0.34,15264,0.0001,369099,7.138909859349951e-05
1369,1114,100.0,1526800,0.4674066666666666,0.36,15268,0.0001,369199,6.421429134206846e-05
1369,1115,100.0,1527200,0.4672933333333335,0.36,15272,0.0001,369299,0.00011234252451686189
1369,1115,100.0,1527600,0.46718000000000004,0.37,15276,0.0001,369399,9.040036820806563e-05
1369,1115,100.0,1528000,0.4670666666666666,0.37,15280,0.0001,369499,7.788107905071229e-05
1369,1116,100.0,1528400,0.46695333333333344,0.37,15284,0.0001,369599,5.557910117204301e-05
1369,1116,100.0,1528800,0.46684,0.37,15288,0.0001,369699,4.99611851410009e-05
1369,1116,100.0,1529200,0.4667266666666668,0.4,15292,0.0001,369799,3.599728370318189e-05
1369,1117,100.0,1529600,0.4666133333333334,0.38,15296,0.0001,369899,8.931188494898379e-05
1369,1117,100.0,1530000,0.4664999999999999,0.37,15300,0.0001,369999,0.00017497787484899163
1369,1117,100.0,1530400,0.46638666666666645,0.36,15304,0.0001,370099,0.00021762045798823237
1369,1118,100.0,1530800,0.4662733333333334,0.35,15308,0.0001,370199,7.504264794988558e-05
1369,1118,100.0,1531200,0.46615999999999996,0.35,15312,0.0001,370299,3.2375020964536816e-05
1369,1118,100.0,1531600,0.4660466666666668,0.35,15316,0.0001,370399,0.0004055578319821507
1369,1119,100.0,1532000,0.4659333333333333,0.36,15320,0.0001,370499,0.0001974676997633651
1369,1119,100.0,1532400,0.4658199999999999,0.35,15324,0.0001,370599,5.7642108004074544e-05
1368,1119,100.0,1532800,0.4657066666666668,0.34,15328,0.0001,370699,7.134814222808927e-05
1368,1119,100.0,1533200,0.46559333333333336,0.34,15332,0.0001,370799,0.00017772786668501794
1368,1120,100.0,1533600,0.46548000000000017,0.33,15336,0.0001,370899,0.00011759341577999294
1368,1120,100.0,1534000,0.46536666666666676,0.31,15340,0.0001,370999,7.207148883026093e-05
1368,1120,100.0,1534400,0.4652533333333333,0.3,15344,0.0001,371099,3.358621324878186e-05
1368,1121,100.0,1534800,0.46513999999999983,0.31,15348,0.0001,371199,9.099522867472842e-05
1368,1121,100.0,1535200,0.4650266666666667,0.31,15352,0.0001,371299,6.640896026510745e-05
1368,1121,100.0,1535600,0.46491333333333323,0.31,15356,0.0001,371399,4.296726910979487e-05
1368,1122,100.0,1536000,0.46480000000000016,0.29,15360,0.0001,371499,0.0017141744028776884
1368,1122,100.0,1536400,0.4646866666666667,0.29,15364,0.0001,371599,0.00019790577061939985
1368,1122,100.0,1536800,0.4645733333333333,0.28,15368,0.0001,371699,5.2625917305704206e-05
1368,1123,100.0,1537200,0.4644600000000001,0.28,15372,0.0001,371799,0.00014161309809423983
1368,1123,100.0,1537600,0.46434666666666663,0.29,15376,0.0001,371899,7.083113450789824e-05
1368,1123,100.0,1538000,0.46423333333333355,0.28,15380,0.0001,371999,0.00013300857972353697
1368,1124,100.0,1538400,0.46412000000000014,0.29,15384,0.0001,372099,9.347422019345686e-05
1368,1124,100.0,1538800,0.4640066666666667,0.27,15388,0.0001,372199,5.234413401922211e-05
1368,1124,100.0,1539200,0.4638933333333332,0.25,15392,0.0001,372299,7.791480311425403e-05
1368,1125,100.0,1539600,0.4637800000000001,0.24,15396,0.0001,372399,0.00011457379150670022
1368,1125,100.0,1540000,0.4636666666666666,0.25,15400,0.0001,372499,4.710389839601703e-05
1368,1125,100.0,1540400,0.46355333333333343,0.28,15404,0.0001,372599,9.252248128177598e-05
1368,1126,100.0,1540800,0.46344,0.29,15408,0.0001,372699,3.556252340786159e-05
1368,1126,100.0,1541200,0.46332666666666655,0.28,15412,0.0001,372799,4.774074113811366e-05
1368,1126,100.0,1541600,0.4632133333333335,0.27,15416,0.0001,372899,8.492514461977407e-05
1368,1126,100.0,1542000,0.4631,0.26,15420,0.0001,372999,0.001950087840668857
1368,1127,100.0,1542400,0.4629866666666669,0.27,15424,0.0001,373099,3.722254041349515e-05
1368,1127,100.0,1542800,0.4628733333333334,0.25,15428,0.0001,373199,8.515651279594749e-05
1368,1127,100.0,1543200,0.46275999999999995,0.25,15432,0.0001,373299,7.935388566693291e-05
1368,1128,100.0,1543600,0.46264666666666654,0.25,15436,0.0001,373399,0.00014066038420423865
1368,1128,100.0,1544000,0.46253333333333346,0.26,15440,0.0001,373499,0.00036913546500727534
1368,1128,100.0,1544400,0.46242,0.27,15444,0.0001,373599,0.00010454381845192984
1368,1129,100.0,1544800,0.4623066666666668,0.27,15448,0.0001,373699,0.00019574935140553862
1368,1129,100.0,1545200,0.4621933333333334,0.26,15452,0.0001,373799,0.00038738606963306665
1368,1129,100.0,1545600,0.46207999999999994,0.28,15456,0.0001,373899,8.266164513770491e-05
1367,1130,100.0,1546000,0.46196666666666675,0.29,15460,0.0001,373999,0.0006621264037676156
1367,1130,100.0,1546400,0.46185333333333334,0.29,15464,0.0001,374099,7.555348565801978e-05
1367,1130,100.0,1546800,0.4617399999999999,0.29,15468,0.0001,374199,5.524843800230883e-05
1367,1131,100.0,1547200,0.4616266666666668,0.29,15472,0.0001,374299,5.003607657272369e-05
1367,1131,100.0,1547600,0.46151333333333333,0.27,15476,0.0001,374399,7.737934356555343e-05
1367,1131,100.0,1548000,0.4613999999999999,0.27,15480,0.0001,374499,8.976037497632205e-05
1367,1131,100.0,1548400,0.46128666666666673,0.25,15484,0.0001,374599,6.493134424090385e-05
1367,1132,100.0,1548800,0.46117333333333327,0.25,15488,0.0001,374699,4.392269329400733e-05
1367,1132,100.0,1549200,0.4610600000000002,0.24,15492,0.0001,374799,3.580546035664156e-05
1367,1132,100.0,1549600,0.4609466666666668,0.25,15496,0.0001,374899,6.832875806139782e-05
1367,1133,100.0,1550000,0.4608333333333333,0.26,15500,0.0001,374999,0.00015306143905036151
1367,1133,100.0,1550400,0.46071999999999985,0.23,15504,0.0001,375099,0.0033230138942599297
1367,1133,100.0,1550800,0.4606066666666667,0.21,15508,0.0001,375199,5.9912566939601675e-05
1367,1134,100.0,1551200,0.46049333333333325,0.21,15512,0.0001,375299,3.7366717151599005e-05
1367,1134,100.0,1551600,0.46038000000000007,0.22,15516,0.0001,375399,9.407048491993919e-05
1367,1134,100.0,1552000,0.46026666666666666,0.21,15520,0.0001,375499,4.844811337534338e-05
1367,1135,100.0,1552400,0.4601533333333332,0.23,15524,0.0001,375599,4.007633469882421e-05
1367,1135,100.0,1552800,0.4600400000000001,0.23,15528,0.0001,375699,0.00029342278139665723
1367,1135,100.0,1553200,0.45992666666666665,0.23,15532,0.0001,375799,5.878688534721732e-05
1367,1136,100.0,1553600,0.4598133333333335,0.22,15536,0.0001,375899,8.706154767423868e-05
1367,1136,100.0,1554000,0.45970000000000005,0.21,15540,0.0001,375999,0.00014452905452344567
1367,1136,100.0,1554400,0.4595866666666666,0.22,15544,0.0001,376099,7.723936869297177e-05
1367,1136,100.0,1554800,0.4594733333333332,0.23,15548,0.0001,376199,0.0005126511096023023
1367,1137,100.0,1555200,0.4593600000000001,0.22,15552,0.0001,376299,9.226678230334073e-05
1367,1137,100.0,1555600,0.45924666666666664,0.21,15556,0.0001,376399,3.334546636324376e-05
1367,1137,100.0,1556000,0.45913333333333345,0.22,15560,0.0001,376499,4.2706800741143525e-05
1367,1138,100.0,1556400,0.45902000000000004,0.22,15564,0.0001,376599,0.0005618691793642938
1367,1138,100.0,1556800,0.4589066666666666,0.23,15568,0.0001,376699,7.055002788547426e-05
1367,1138,100.0,1557200,0.4587933333333334,0.24,15572,0.0001,376799,6.519333692267537e-05
1367,1139,100.0,1557600,0.45868,0.25,15576,0.0001,376899,3.779474718612619e-05
1367,1139,100.0,1558000,0.4585666666666669,0.26,15580,0.0001,376999,0.0001813675044104457
1367,1139,100.0,1558400,0.45845333333333343,0.26,15584,0.0001,377099,2.9404580345726572e-05
1367,1140,100.0,1558800,0.45833999999999997,0.25,15588,0.0001,377199,5.451722245197743e-05
1367,1140,100.0,1559200,0.45822666666666656,0.25,15592,0.0001,377299,0.00022839519078843296
1367,1140,100.0,1559600,0.4581133333333334,0.25,15596,0.0001,377399,0.0031881455797702074
1367,1141,100.0,1560000,0.4579999999999999,0.24,15600,0.0001,377499,0.00012241375225130469
1367,1141,100.0,1560400,0.45788666666666683,0.24,15604,0.0001,377599,6.992544513195753e-05
1367,1141,100.0,1560800,0.4577733333333334,0.25,15608,0.0001,377699,6.545788346556947e-05
1367,1141,100.0,1561200,0.45765999999999996,0.27,15612,0.0001,377799,0.00015610401169396937
1367,1142,100.0,1561600,0.45754666666666677,0.28,15616,0.0001,377899,4.480783536564559e-05
1367,1142,100.0,1562000,0.45743333333333336,0.3,15620,0.0001,377999,3.738283703569323e-05
1367,1142,100.0,1562400,0.45732000000000017,0.27,15624,0.0001,378099,2.760282950475812e-05
1367,1143,100.0,1562800,0.4572066666666667,0.28,15628,0.0001,378199,0.00013276489335112274
1366,1143,100.0,1563200,0.4570933333333333,0.29,15632,0.0001,378299,6.817608664277941e-05
1366,1143,100.0,1563600,0.45697999999999983,0.3,15636,0.0001,378399,3.1264524295693263e-05
1366,1144,100.0,1564000,0.45686666666666675,0.31,15640,0.0001,378499,4.2743551603052765e-05
1366,1144,100.0,1564400,0.4567533333333333,0.3,15644,0.0001,378599,3.100839239777997e-05
1366,1144,100.0,1564800,0.45664000000000016,0.31,15648,0.0001,378699,7.60458642616868e-05
1366,1145,100.0,1565200,0.4565266666666667,0.33,15652,0.0001,378799,6.983921048231423e-05
1366,1145,100.0,1565600,0.4564133333333332,0.31,15656,0.0001,378899,0.002817906439304352
1366,1145,100.0,1566000,0.45630000000000015,0.29,15660,0.0001,378999,4.82252798974514e-05
1366,1146,100.0,1566400,0.45618666666666674,0.29,15664,0.0001,379099,0.00014888407895341516
1366,1146,100.0,1566800,0.4560733333333333,0.28,15668,0.0001,379199,0.00015539105515927076
1366,1146,100.0,1567200,0.4559600000000001,0.28,15672,0.0001,379299,7.880153134465218e-05
1366,1146,100.0,1567600,0.4558466666666667,0.28,15676,0.0001,379399,0.00018545312923379242
1366,1147,100.0,1568000,0.4557333333333332,0.28,15680,0.0001,379499,6.050053707440384e-05
1366,1147,100.0,1568400,0.45562,0.29,15684,0.0001,379599,3.910464147338644e-05
1366,1147,100.0,1568800,0.4555066666666666,0.31,15688,0.0001,379699,8.659079321660101e-05
1366,1148,100.0,1569200,0.45539333333333354,0.32,15692,0.0001,379799,4.106856067664921e-05
1366,1148,100.0,1569600,0.4552800000000001,0.32,15696,0.0001,379899,4.5987711928319186e-05
1366,1148,100.0,1570000,0.4551666666666666,0.33,15700,0.0001,379999,5.536030948860571e-05
1366,1149,100.0,1570400,0.4550533333333332,0.32,15704,0.0001,380099,5.227510700933635e-05
1366,1149,100.0,1570800,0.45494,0.33,15708,0.0001,380199,2.710909211600665e-05
1366,1149,100.0,1571200,0.45482666666666655,0.31,15712,0.0001,380299,7.300263678189367e-05
1366,1150,100.0,1571600,0.45471333333333347,0.3,15716,0.0001,380399,0.004186828620731831
1366,1150,100.0,1572000,0.45460000000000006,0.29,15720,0.0001,380499,4.427472595125437e-05
1366,1150,100.0,1572400,0.4544866666666666,0.3,15724,0.0001,380599,0.0037218602374196053
1366,1151,100.0,1572800,0.4543733333333334,0.29,15728,0.0001,380699,7.672813080716878e-05
1366,1151,100.0,1573200,0.45426,0.27,15732,0.0001,380799,2.9383560104179196e-05
1366,1151,100.0,1573600,0.4541466666666668,0.27,15736,0.0001,380899,0.0001735901169013232
1366,1152,100.0,1574000,0.45403333333333334,0.27,15740,0.0001,380999,0.0001804453640943393
1366,1152,100.0,1574400,0.45391999999999993,0.27,15744,0.0001,381099,0.00032056361669674516
1366,1152,100.0,1574800,0.45380666666666647,0.24,15748,0.0001,381199,8.374868048122153e-05
1366,1153,100.0,1575200,0.4536933333333334,0.23,15752,0.0001,381299,4.7610818000975996e-05
1366,1153,100.0,1575600,0.4535799999999999,0.26,15756,0.0001,381399,0.0011001864913851023
1366,1153,100.0,1576000,0.4534666666666668,0.26,15760,0.0001,381499,5.5172276915982366e-05
1366,1153,100.0,1576400,0.45335333333333333,0.26,15764,0.0001,381599,4.617250669980422e-05
1366,1154,100.0,1576800,0.45323999999999987,0.27,15768,0.0001,381699,0.0035678886342793703
1365,1154,100.0,1577200,0.4531266666666668,0.27,15772,0.0001,381799,3.545882282196544e-05
1365,1154,100.0,1577600,0.4530133333333334,0.27,15776,0.0001,381899,0.00019533124577719718
1365,1155,100.0,1578000,0.4529000000000002,0.26,15780,0.0001,381999,4.353381518740207e-05
1365,1155,100.0,1578400,0.4527866666666667,0.26,15784,0.0001,382099,0.00015188477118499577
1365,1155,100.0,1578800,0.4526733333333333,0.25,15788,0.0001,382199,8.210988016799092e-05
1365,1156,100.0,1579200,0.45255999999999985,0.23,15792,0.0001,382299,7.422435737680644e-05
1365,1156,100.0,1579600,0.45244666666666666,0.22,15796,0.0001,382399,5.392841194407083e-05
1365,1156,100.0,1580000,0.45233333333333325,0.21,15800,0.0001,382499,3.543343336787075e-05
1365,1157,100.0,1580400,0.4522200000000002,0.21,15804,0.0001,382599,0.0001995006314245984
1365,1157,100.0,1580800,0.4521066666666667,0.21,15808,0.0001,382699,3.900485535268672e-05
1365,1157,100.0,1581200,0.45199333333333325,0.21,15812,0.0001,382799,6.580007902812213e-05
1365,1158,100.0,1581600,0.4518800000000001,0.2,15816,0.0001,382899,0.00012935545237269253
1365,1158,100.0,1582000,0.45176666666666665,0.19,15820,0.0001,382999,5.426096322480589e-05
1365,1158,100.0,1582400,0.4516533333333336,0.18,15824,0.0001,383099,0.004573377780616283
1365,1159,100.0,1582800,0.4515400000000001,0.19,15828,0.0001,383199,7.614340574946254e-05
1365,1159,100.0,1583200,0.4514266666666667,0.21,15832,0.0001,383299,5.138275446370244e-05
1365,1159,100.0,1583600,0.45131333333333323,0.2,15836,0.0001,383399,2.8027383450535126e-05
1365,1160,100.0,1584000,0.45120000000000005,0.19,15840,0.0001,383499,0.00017456762725487351
1365,1160,100.0,1584400,0.45108666666666664,0.19,15844,0.0001,383599,0.00045453323400579393
1365,1160,100.0,1584800,0.45097333333333345,0.2,15848,0.0001,383699,0.0005062323180027306
1365,1160,100.0,1585200,0.45086,0.21,15852,0.0001,383799,0.00016580127703491598
1365,1161,100.0,1585600,0.4507466666666666,0.21,15856,0.0001,383899,7.123895193217322e-05
1365,1161,100.0,1586000,0.4506333333333335,0.24,15860,0.0001,383999,6.312457844614983e-05
1365,1161,100.0,1586400,0.45052000000000003,0.24,15864,0.0001,384099,0.0013595212949439883
1365,1162,100.0,1586800,0.45040666666666684,0.24,15868,0.0001,384199,7.059775816742331e-05
1365,1162,100.0,1587200,0.45029333333333343,0.24,15872,0.0001,384299,5.1531795179471374e-05
1365,1162,100.0,1587600,0.45017999999999997,0.24,15876,0.0001,384399,6.095059143262915e-05
1365,1163,100.0,1588000,0.4500666666666665,0.25,15880,0.0001,384499,0.0009391297935508192
1365,1163,100.0,1588400,0.4499533333333334,0.25,15884,0.0001,384599,5.5126056395238265e-05
1365,1163,100.0,1588800,0.44984,0.26,15888,0.0001,384699,0.000591469812206924
1365,1164,100.0,1589200,0.44972666666666683,0.28,15892,0.0001,384799,5.429904558695853e-05
1365,1164,100.0,1589600,0.44961333333333336,0.32,15896,0.0001,384899,0.0010776047129184008
1365,1164,100.0,1590000,0.44949999999999996,0.31,15900,0.0001,384999,0.0002238517045043409
1365,1165,100.0,1590400,0.44938666666666677,0.33,15904,0.0001,385099,0.0003314517089165747
1365,1165,100.0,1590800,0.4492733333333333,0.32,15908,0.0001,385199,6.204789679031819e-05
1364,1165,100.0,1591200,0.4491599999999999,0.33,15912,0.0001,385299,0.00027399195823818445
1364,1166,100.0,1591600,0.4490466666666668,0.33,15916,0.0001,385399,4.0277613152284175e-05
1364,1166,100.0,1592000,0.44893333333333335,0.35,15920,0.0001,385499,0.00019754136155825108
1364,1166,100.0,1592400,0.4488199999999999,0.36,15924,0.0001,385599,0.0025428226217627525
1364,1167,100.0,1592800,0.44870666666666675,0.35,15928,0.0001,385699,0.00023272735415957868
1364,1167,100.0,1593200,0.4485933333333333,0.34,15932,0.0001,385799,6.0773974837502465e-05
1364,1167,100.0,1593600,0.4484800000000002,0.34,15936,0.0001,385899,0.00019727653125301003
1364,1167,100.0,1594000,0.44836666666666675,0.35,15940,0.0001,385999,5.756802056566812e-05
1364,1168,100.0,1594400,0.44825333333333334,0.38,15944,0.0001,386099,0.0002670215326361358
1364,1168,100.0,1594800,0.44813999999999987,0.36,15948,0.0001,386199,9.174861042993143e-05
1364,1168,100.0,1595200,0.4480266666666667,0.34,15952,0.0001,386299,5.179331492399797e-05
1364,1169,100.0,1595600,0.4479133333333333,0.32,15956,0.0001,386399,0.00016377185238525271
1364,1169,100.0,1596000,0.4478000000000001,0.3,15960,0.0001,386499,0.0006854733801446855
1364,1169,100.0,1596400,0.4476866666666666,0.29,15964,0.0001,386599,2.5491543055977672e-05
1364,1170,100.0,1596800,0.4475733333333332,0.29,15968,0.0001,386699,5.368453639675863e-05
1364,1170,100.0,1597200,0.44746000000000014,0.3,15972,0.0001,386799,5.749470801674761e-05
1364,1170,100.0,1597600,0.44734666666666667,0.3,15976,0.0001,386899,3.44423642673064e-05
1364,1171,100.0,1598000,0.4472333333333335,0.29,15980,0.0001,386999,4.0783441363601014e-05
1364,1171,100.0,1598400,0.4471200000000001,0.29,15984,0.0001,387099,6.756848597433418e-05
1364,1171,100.0,1598800,0.4470066666666666,0.29,15988,0.0001,387199,0.00010467514221090823
1364,1172,100.0,1599200,0.44689333333333314,0.28,15992,0.0001,387299,5.274009163258597e-05
1364,1172,100.0,1599600,0.44678000000000007,0.24,15996,0.0001,387399,0.00019182838150300086
1364,1172,100.0,1600000,0.44666666666666666,0.24,16000,0.0001,387499,6.516065332107246e-05
1364,1173,100.0,1600400,0.44655333333333347,0.22,16004,0.0001,387599,9.064086771104485e-05
1364,1173,100.0,1600800,0.44644,0.23,16008,0.0001,387699,0.0017680019373074174
1364,1173,100.0,1601200,0.4463266666666666,0.24,16012,0.0001,387799,7.194408681243658e-05
1363,1174,100.0,1601600,0.4462133333333334,0.24,16016,0.0001,387899,0.0013889145338907838
1363,1174,100.0,1602000,0.44609999999999994,0.23,16020,0.0001,387999,0.0029972426127642393
1363,1174,100.0,1602400,0.44598666666666686,0.23,16024,0.0001,388099,0.00027085086912848055
1363,1175,100.0,1602800,0.44587333333333345,0.25,16028,0.0001,388199,5.6431810662616044e-05
1363,1175,100.0,1603200,0.44576,0.26,16032,0.0001,388299,0.00010987603309331462
1363,1176,100.0,1603600,0.4456466666666665,0.26,16036,0.0001,388399,0.00015096054994501173
1363,1176,100.0,1604000,0.4455333333333334,0.27,16040,0.0001,388499,0.0001696111139608547
1363,1176,100.0,1604400,0.4454199999999999,0.23,16044,0.0001,388599,0.000473648717161268
1363,1177,100.0,1604800,0.44530666666666685,0.24,16048,0.0001,388699,2.743211734923534e-05
1363,1177,100.0,1605200,0.4451933333333334,0.25,16052,0.0001,388799,4.7830901166889817e-05
1363,1177,100.0,1605600,0.44508,0.26,16056,0.0001,388899,0.00022756998077966273
1363,1178,100.0,1606000,0.4449666666666668,0.27,16060,0.0001,388999,4.738403367809951e-05
1363,1178,100.0,1606400,0.4448533333333333,0.27,16064,0.0001,389099,0.00017858549836091697
1362,1178,100.0,1606800,0.4447400000000002,0.26,16068,0.0001,389199,0.00019193986372556537
1362,1179,100.0,1607200,0.4446266666666667,0.24,16072,0.0001,389299,0.000409405620303005
1362,1179,100.0,1607600,0.44451333333333326,0.24,16076,0.0001,389399,0.00029818248003721237
1362,1179,100.0,1608000,0.44439999999999985,0.25,16080,0.0001,389499,0.005612480919808149
1362,1180,100.0,1608400,0.4442866666666668,0.24,16084,0.0001,389599,3.9767746784491464e-05
1362,1180,100.0,1608800,0.4441733333333333,0.22,16088,0.0001,389699,6.471903179772198e-05
1362,1181,100.0,1609200,0.4440600000000001,0.23,16092,0.0001,389799,7.999734953045845e-05
